time posx posy posz velx vely velz accx accy accz omg1 omg2 omg3 omg4 epot ecin emec 
48.60 7.18 6.98 10.01 -0.03 -0.10 0.00 -0.05 0.03 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
48.65 7.18 6.97 10.01 -0.03 -0.10 0.00 -0.05 0.03 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
48.70 7.18 6.97 10.01 -0.03 -0.10 0.00 -0.04 0.03 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
48.75 7.18 6.96 10.01 -0.03 -0.10 0.00 -0.05 0.03 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
48.80 7.17 6.96 10.01 -0.04 -0.09 -0.00 -0.04 0.03 -0.04 1.49 1.69 1.63 1.43 98.10 0.01 98.10 
48.85 7.17 6.95 10.01 -0.04 -0.09 -0.00 -0.04 0.04 0.01 1.76 1.56 1.36 1.56 98.10 0.00 98.10 
48.90 7.17 6.95 10.01 -0.04 -0.09 -0.00 -0.04 0.04 0.01 1.56 1.36 1.56 1.76 98.10 0.00 98.10 
48.95 7.17 6.94 10.01 -0.04 -0.09 -0.00 -0.04 0.03 0.01 1.36 1.56 1.76 1.56 98.10 0.00 98.10 
49.00 7.17 6.94 10.01 -0.05 -0.09 -0.00 -0.04 0.03 0.00 1.56 1.76 1.56 1.36 98.10 0.00 98.10 
49.05 7.16 6.94 10.01 -0.05 -0.08 -0.00 -0.04 0.04 0.00 1.76 1.56 1.36 1.56 98.10 0.00 98.10 
49.10 7.16 6.93 10.01 -0.05 -0.08 -0.00 -0.04 0.04 0.00 1.56 1.36 1.56 1.76 98.10 0.00 98.10 
49.15 7.16 6.93 10.01 -0.05 -0.08 0.00 -0.04 0.03 0.00 1.36 1.56 1.76 1.56 98.10 0.00 98.10 
49.20 7.16 6.92 10.01 -0.05 -0.08 0.00 -0.03 0.03 0.00 1.56 1.76 1.56 1.36 98.10 0.00 98.10 
49.25 7.15 6.92 10.01 -0.05 -0.08 0.00 -0.03 0.04 0.00 1.76 1.56 1.36 1.56 98.10 0.00 98.10 
49.30 7.15 6.92 10.01 -0.06 -0.08 0.00 -0.04 0.04 0.00 1.56 1.36 1.56 1.76 98.10 0.00 98.10 
49.35 7.15 6.91 10.01 -0.06 -0.07 0.00 -0.03 0.03 0.00 1.36 1.56 1.76 1.56 98.10 0.00 98.10 
49.40 7.14 6.91 10.01 -0.06 -0.07 0.00 -0.03 0.03 0.00 1.56 1.76 1.56 1.36 98.10 0.00 98.10 
49.45 7.14 6.91 10.01 -0.06 -0.07 0.00 -0.03 0.04 0.00 1.76 1.56 1.36 1.56 98.10 0.00 98.10 
49.50 7.14 6.90 10.01 -0.06 -0.07 0.00 -0.03 0.04 0.00 1.56 1.36 1.56 1.76 98.10 0.00 98.10 
49.55 7.13 6.90 10.01 -0.06 -0.07 0.00 -0.03 0.03 -0.00 1.36 1.56 1.76 1.56 98.10 0.00 98.10 
49.60 7.13 6.90 10.01 -0.07 -0.07 0.00 -0.03 0.03 -0.00 1.56 1.76 1.56 1.36 98.10 0.00 98.10 
49.65 7.13 6.89 10.01 -0.07 -0.06 0.00 -0.03 0.04 -0.00 1.76 1.56 1.36 1.56 98.10 0.00 98.10 
49.70 7.12 6.89 10.01 -0.07 -0.06 0.00 -0.03 0.04 -0.00 1.56 1.36 1.56 1.76 98.10 0.00 98.10 
49.75 7.12 6.89 10.01 -0.07 -0.06 0.00 -0.03 0.03 -0.00 1.36 1.56 1.76 1.56 98.10 0.00 98.10 
49.80 7.12 6.88 10.01 -0.07 -0.06 0.00 -0.02 0.03 -0.00 1.56 1.76 1.56 1.36 98.10 0.00 98.10 
49.85 7.11 6.88 10.01 -0.07 -0.06 0.00 -0.02 0.04 -0.00 1.76 1.56 1.36 1.56 98.10 0.00 98.10 
49.90 7.11 6.88 10.01 -0.07 -0.05 0.00 -0.02 0.04 -0.00 1.56 1.36 1.56 1.76 98.10 0.00 98.10 
49.95 7.11 6.88 10.01 -0.07 -0.05 0.00 -0.02 0.03 -0.00 1.36 1.56 1.76 1.56 98.10 0.00 98.10 
50.00 7.10 6.87 10.01 -0.08 -0.05 0.00 -0.02 0.04 -0.00 1.56 1.76 1.56 1.36 98.10 0.00 98.10 
50.05 7.10 6.87 10.01 -0.08 -0.05 0.00 -0.02 0.04 -0.00 1.76 1.56 1.36 1.56 98.10 0.00 98.10 
